ID;Index;EnglishName;ChineseName;FileName;Notes
NPC_GT_Peddler;310;GT_Peddler;领地 小贩;GuildTerritory\GA0\GTPeddler-GA0;
NPC_GT_Peddler;317;GT_Peddler;领地 小贩;GuildTerritory\GA1\GTPeddler-GA1;
NPC_GT_Peddler;324;GT_Peddler;领地 小贩;GuildTerritory\GA2\GTPeddler-GA2;
NPC_GT_Peddler;331;GT_Peddler;领地 小贩;GuildTerritory\GA3\GTPeddler-GA3;
NPC_GT_Peddler;338;GT_Peddler;领地 小贩;GuildTerritory\GA4\GTPeddler-GA4;
NPC_GT_Peddler;345;GT_Peddler;领地 小贩;GuildTerritory\GA5\GTPeddler-GA5;
NPC_GT_Peddler;352;GT_Peddler;领地 小贩;GuildTerritory\GA6\GTPeddler-GA6;
NPC_GT_Peddler;359;GT_Peddler;领地 小贩;GuildTerritory\GA7\GTPeddler-GA7;
NPC_GT_Peddler;366;GT_Peddler;领地 小贩;GuildTerritory\GA8\GTPeddler-GA8;
NPC_GT_Peddler;373;GT_Peddler;领地 小贩;GuildTerritory\GA9\GTPeddler-GA9;
NPC_GT_Steward;311;GT_Steward;领地 管事;GuildTerritory\GA0\GTAdmin-GA10;
NPC_GT_Steward;318;GT_Steward;领地 管事;GuildTerritory\GA1\GTAdmin-GA11;
NPC_GT_Steward;325;GT_Steward;领地 管事;GuildTerritory\GA2\GTAdmin-GA12;
NPC_GT_Steward;332;GT_Steward;领地 管事;GuildTerritory\GA3\GTAdmin-GA13;
NPC_GT_Steward;339;GT_Steward;领地 管事;GuildTerritory\GA4\GTAdmin-GA14;
NPC_GT_Steward;346;GT_Steward;领地 管事;GuildTerritory\GA5\GTAdmin-GA15;
NPC_GT_Steward;353;GT_Steward;领地 管事;GuildTerritory\GA6\GTAdmin-GA16;
NPC_GT_Steward;360;GT_Steward;领地 管事;GuildTerritory\GA7\GTAdmin-GA17;
NPC_GT_Steward;367;GT_Steward;领地 管事;GuildTerritory\GA8\GTAdmin-GA18;
NPC_GT_Steward;374;GT_Steward;领地 管事;GuildTerritory\GA9\GTAdmin-GA19;
NPC_GTMerchant_Graeme;162;GTMerchant_Graeme;领地 商人 格雷姆;MongchonProvince/MudWall/GT;
NPC_GTMerchant_Jamie;43;GTMerchant_Jamie;领地 商人 杰米;BichonProvince/BichonWall/GTMerchant;
NPC_GTMerchant_Robert;205;GTMerchant_Robert;领地 商人 罗伯特;PrajnaIsland/GTMerchant;
NPC_GTMerchant_Roger;218;GTMerchant_Roger;领地 商人 罗杰;PastBichon/GTMerchant;
NPC_GTStore_Mira;307;GTStore_Mira;领地 仓库 米拉;GuildTerritory\GA0\GTStore-GA0;
NPC_GTStore_Mira;314;GTStore_Mira;领地 仓库 米拉;GuildTerritory\GA1\GTStore-GA1;
NPC_GTStore_Mira;321;GTStore_Mira;领地 仓库 米拉;GuildTerritory\GA2\GTStore-GA2;
NPC_GTStore_Mira;328;GTStore_Mira;领地 仓库 米拉;GuildTerritory\GA3\GTStore-GA3;
NPC_GTStore_Mira;335;GTStore_Mira;领地 仓库 米拉;GuildTerritory\GA4\GTStore-GA4;
NPC_GTStore_Mira;342;GTStore_Mira;领地 仓库 米拉;GuildTerritory\GA5\GTStore-GA5;
NPC_GTStore_Mira;349;GTStore_Mira;领地 仓库 米拉;GuildTerritory\GA6\GTStore-GA6;
NPC_GTStore_Mira;356;GTStore_Mira;领地 仓库 米拉;GuildTerritory\GA7\GTStore-GA7;
NPC_GTStore_Mira;363;GTStore_Mira;领地 仓库 米拉;GuildTerritory\GA8\GTStore-GA8;
NPC_GTStore_Mira;370;GTStore_Mira;领地 仓库 米拉;GuildTerritory\GA9\GTStore-GA9;
NPC_GTTransporter;308;GTTransporter;领地 传送员;GuildTerritory\GA0\GTTeleporter-GA0;
NPC_GTTransporter;315;GTTransporter;领地 传送员;GuildTerritory\GA1\GTTeleporter-GA1;
NPC_GTTransporter;322;GTTransporter;领地 传送员;GuildTerritory\GA2\GTTeleporter-GA2;
NPC_GTTransporter;329;GTTransporter;领地 传送员;GuildTerritory\GA3\GTTeleporter-GA3;
NPC_GTTransporter;336;GTTransporter;领地 传送员;GuildTerritory\GA4\GTTeleporter-GA4;
NPC_GTTransporter;343;GTTransporter;领地 传送员;GuildTerritory\GA5\GTTeleporter-GA5;
NPC_GTTransporter;350;GTTransporter;领地 传送员;GuildTerritory\GA6\GTTeleporter-GA6;
NPC_GTTransporter;357;GTTransporter;领地 传送员;GuildTerritory\GA7\GTTeleporter-GA7;
NPC_GTTransporter;364;GTTransporter;领地 传送员;GuildTerritory\GA8\GTTeleporter-GA8;
NPC_GTTransporter;371;GTTransporter;领地 传送员;GuildTerritory\GA9\GTTeleporter-GA9;
NPC_GuardianRock;186;GuardianRock;守护之石;MongchonProvince/FoxCave/Rock;
NPC_Hairdresser_Chris;296;Hairdresser_Chris;理发师 克里斯;BichonProvince/BichonWall/Hairdresser;
NPC_HighAssassin_Cloud;19;HighAssassin_Cloud;高阶刺客 克劳德;BichonProvince/SinCloud;
NPC_HighPriest_Jude;17;HighPriest_Jude;大祭司 朱德;BichonProvince/HighPriest;
NPC_InnKeeper_Anthony;10;InnKeeper_Anthony;旅店老板 安东尼;BichonProvince/BorderVillage/Warehouse;
NPC_InnKeeper_Brittney;31;InnKeeper_Brittney;旅店老板 布里特妮;BichonProvince/BichonWall/Warehouse1;
NPC_InnKeeper_Helen;76;InnKeeper_Helen;旅店老板 海伦;WoomyonWoods/Castle-GI/Warehouse;
NPC_InnKeeper_Jessica;142;InnKeeper_Jessica;旅店老板 杰西卡;MongchonProvince/MudWall/Warehouse;
NPC_InnKeeper_Mary;32;InnKeeper_Mary;旅店老板 玛丽;BichonProvince/BichonWall/Warehouse2;
NPC_InnKeeper_Nicole;130;InnKeeper_Nicole;旅店老板 妮可;SerpentValley/Village/Warehouse;
NPC_InnKeeper_Robin;163;InnKeeper_Robin;旅店老板 罗宾;MongchonProvince/MudWall/Warehouse2;
NPC_InnKeeper_Ruben;151;InnKeeper_Ruben;旅店老板 鲁本;MongchonProvince/MudWall/Warehouse1;
NPC_InnKeeper_Vicky;173;InnKeeper_Vicky;旅店老板 维琪;MongchonProvince/SabukWall/Warehouse;
NPC_Inspector_Peter;201;Inspector_Peter;巡查官 彼得;PrajnaIsland/Inspector;
NPC_Investigator_David;117;Investigator_David;调查员 大卫;WoomyonWoods/TaoistVillage/InvestigatorTV;
NPC_John_Schwartz;386;John_Schwartz;约翰·施瓦茨雕像;BichonProvince/BichonWall/IcemanStatue;
NPC_LeadTrainer_Harry;118;LeadTrainer_Harry;首席教官 哈利;WoomyonWoods/TaoistVillage/LeadTrainerTV;
NPC_LeftEscort_Carl;219;LeftEscort_Carl;左护卫 卡尔;PastBichon/LeftEscort;
NPC_Librarian_Brian;6;Librarian_Brian;图书管理员 布赖恩;BichonProvince/BorderVillage/BookStore;
NPC_Librarian_Huxley;95;Librarian_Huxley;图书管理员 赫胥黎;WoomyonWoods/TaoistVillage/Books;
NPC_Librarian_Steven;45;Librarian_Steven;图书管理员 史蒂文;BichonProvince/BichonWall/BookStore;
NPC_LostSoul;184;LostSoul;迷失灵魂;MongchonProvince/BugCave/LostSoul;
NPC_Lottery_Charley;160;Lottery_Charley;彩票商 查理;MongchonProvince/MudWall/Lottery;
NPC_Lottery_Eddie;34;Lottery_Eddie;彩票商 埃迪;BichonProvince/BichonWall/Lottery;
NPC_Luke_Thompson;303;Luke_Thompson;卢克·汤普森雕像;BichonProvince/BichonWall/LukeStatue;
NPC_Master_Joffrey;56;Master_Joffrey;师父 乔佛里;BichonProvince/BichonWall/Awakening;
NPC_Master_Perry;97;Master_Perry;师父 佩里;WoomyonWoods/TaoistVillage/Perry;
NPC_Master_Shok;71;Master_Shok;师父 朔克;WoomyonWoods/Fortress/Master;
NPC_Master_Wa;16;Master_Wa;师父 瓦;BichonProvince/Wa-Master;
NPC_MasterMage_Don;21;MasterMage_Don;法师导师 唐;BichonProvince/ArcherMage;
NPC_MasterMK_Deric;116;MasterMK_Deric;气功导师 德里克;WoomyonWoods/TaoistVillage/MasterMK;
NPC_MaterialDealer_Alex;113;MaterialDealer_Alex;材料商 亚历克斯;WoomyonWoods/TaoistVillage/Dealer;
NPC_MaterialDealer_Jeffery;36;MaterialDealer_Jeffery;材料商 杰弗里;BichonProvince/BichonWall/Materials;
NPC_MaterialDealer_Reece;302;MaterialDealer_Reece;材料商 里斯;BichonProvince/BorderVillage/Materials;
NPC_Merchant_Alice;11;Merchant_Alice;商人 爱丽丝;BichonProvince/BorderVillage/Ring;
NPC_Merchant_Anne;50;Merchant_Anne;商人 安妮;BichonProvince/BichonWall/Clothing;
NPC_Merchant_Bart;193;Merchant_Bart;商人 巴特;PrajnaIsland/Peddlar;
NPC_Merchant_Belina;77;Merchant_Belina;商人 贝丽娜;WoomyonWoods/Castle-GI/Drapery;
NPC_Merchant_Betty;12;Merchant_Betty;商人 贝蒂;BichonProvince/BorderVillage/Bracelet;
NPC_Merchant_Bill;168;Merchant_Bill;商人 比尔;MongchonProvince/SabukWall/Weaponsmith;
NPC_Merchant_Bradley;135;Merchant_Bradley;商人 布拉德利;SerpentValley/Village/Blacksmith;
NPC_Merchant_Bruce;158;Merchant_Bruce;商人 布鲁斯;MongchonProvince/MudWall/Blacksmith;
NPC_Merchant_Bull;33;Merchant_Bull;商人 布尔;BichonProvince/BichonWall/Grocery;
NPC_Merchant_Carratt;124;Merchant_Carratt;商人 卡拉特;WoomyonWoods/SeokchoValley/Merchant;
NPC_Merchant_Cindy;174;Merchant_Cindy;商人 辛迪;MongchonProvince/SabukWall/Bracelet;
NPC_Merchant_Clara;13;Merchant_Clara;商人 克拉拉;BichonProvince/BorderVillage/Necklace;
NPC_Merchant_Cook;123;Merchant_Cook;商人 库克;WoomyonWoods/SeokchoValley/Grocery;
NPC_Merchant_Daniel;145;Merchant_Daniel;商人 丹尼尔;MongchonProvince/MudWall/Potion;
NPC_Merchant_Debora;170;Merchant_Debora;商人 黛博拉;MongchonProvince/SabukWall/Helmet;
NPC_Merchant_Derby;79;Merchant_Derby;商人 德比;WoomyonWoods/Castle-GI/Peddlar;
NPC_Merchant_Diana;48;Merchant_Diana;商人 黛安娜;BichonProvince/BichonWall/Ring;
NPC_Merchant_Dr.Hwa;229;Merchant_Dr.Hwa;药剂师 华医生;WasteLand/Potion;
NPC_Merchant_Dr.Kim;134;Merchant_Dr.Kim;药剂师 金医生;SerpentValley/Village/Potion;
NPC_Merchant_Dustin;211;Merchant_Dustin;商人 达斯汀;PastBichon/Weaponsmith;
NPC_Merchant_Emily;190;Merchant_Emily;商人 艾米丽;PrajnaIsland/Jewellery;
NPC_Merchant_Gerald;84;Merchant_Gerald;商人 杰拉德;WoomyonWoods/Castle-GI/Weaponsmith;
NPC_Merchant_Glenn;59;Merchant_Glenn;商人 格伦;BichonProvince/BichonWall/PearlStore;
NPC_Merchant_Gordon;214;Merchant_Gordon;商人 戈登;PastBichon/Potion;
NPC_Merchant_Grace;189;Merchant_Grace;商人 格蕾丝;PrajnaIsland/Jewellery;
NPC_Merchant_Hans;68;Merchant_Hans;商人 汉斯;WoomyonWoods/Fortress/Butcher;
NPC_Merchant_Harry;172;Merchant_Harry;商人 哈利;MongchonProvince/SabukWall/Potion;
NPC_Merchant_Harvey;213;Merchant_Harvey;商人 哈维;PastBichon/Jewellery;
NPC_Merchant_Helen;70;Merchant_Helen;商人 海伦;WoomyonWoods/Fortress/Potion;
NPC_Merchant_Jack;212;Merchant_Jack;商人 杰克;PastBichon/Peddlar;
NPC_Merchant_James;210;Merchant_James;商人 詹姆斯;PastBichon/Clothes;
NPC_Merchant_Janey;93;Merchant_Janey;商人 珍妮;WoomyonWoods/TaoistVillage/Potion;
NPC_Merchant_Jang;69;Merchant_Jang;商人 张;WoomyonWoods/Fortress/Blacksmith;
NPC_Merchant_Jene;225;Merchant_Jene;商人 珍妮;WasteLand/Clothes;
NPC_Merchant_Jennifer;152;Merchant_Jennifer;商人 珍妮弗;MongchonProvince/MudWall/Clothes;
NPC_Merchant_Jerald;89;Merchant_Jerald;商人 杰拉德;WoomyonWoods/TaoistVillage/Weaponsmith;
NPC_Merchant_Jerry;90;Merchant_Jerry;商人 杰瑞;WoomyonWoods/TaoistVillage/Peddlar;
NPC_Merchant_Jim;80;Merchant_Jim;商人 吉姆;WoomyonWoods/Castle-GI/1Gime;
NPC_Merchant_John;7;Merchant_John;商人 约翰;BichonProvince/BorderVillage/Butcher;
NPC_Merchant_Julia;72;Merchant_Julia;商人 朱莉娅;WoomyonWoods/Fortress/Drapery;
NPC_Merchant_June;226;Merchant_June;商人 琼;WasteLand/Jewellery;
NPC_Merchant_Keith;192;Merchant_Keith;商人 基思;PrajnaIsland/WeaponSmith;
NPC_Merchant_Kelly;156;Merchant_Kelly;商人 凯莉;MongchonProvince/MudWall/Bracelet1;
NPC_Merchant_Ken;91;Merchant_Ken;商人 肯;WoomyonWoods/TaoistVillage/Jewellery;
NPC_Merchant_Kevin;143;Merchant_Kevin;商人 凯文;MongchonProvince/MudWall/Grocery;
NPC_Merchant_Kim;26;Merchant_Kim;商人 金;BichonProvince/BichonWall/Butcher2;
NPC_Merchant_Kristin;49;Merchant_Kristin;商人 克里斯汀;BichonProvince/BichonWall/Necklace;
NPC_Merchant_Laura;153;Merchant_Laura;商人 劳拉;MongchonProvince/MudWall/Bracelet;
NPC_Merchant_Melissa;129;Merchant_Melissa;商人 梅丽莎;SerpentValley/Village/Clothes;
NPC_Merchant_Michelle;154;Merchant_Michelle;商人 米歇尔;MongchonProvince/MudWall/Helmets;
NPC_Merchant_Milton;165;Merchant_Milton;商人 米尔顿;MongchonProvince/SabukWall/Butcher;
NPC_Merchant_Monica;81;Merchant_Monica;商人 莫妮卡;WoomyonWoods/Castle-GI/Jewellery;
NPC_Merchant_Mr.Wang;166;Merchant_Mr.Wang;商人 王先生;MongchonProvince/SabukWall/Peddlar;
NPC_Merchant_Murray;82;Merchant_Murray;商人 墨里;WoomyonWoods/Castle-GI/Potion;
NPC_Merchant_Olivia;47;Merchant_Olivia;商人 奥利维亚;BichonProvince/BichonWall/Bracelet;
NPC_Merchant_Paddy;228;Merchant_Paddy;商人 帕迪;WasteLand/Peddlar;
NPC_Merchant_Peggy;176;Merchant_Peggy;商人 佩吉;MongchonProvince/SabukWall/Ring;
NPC_Merchant_Rachel;157;Merchant_Rachel;商人 瑞秋;MongchonProvince/MudWall/Necklace;
NPC_Merchant_Raymond;159;Merchant_Raymond;商人 雷蒙德;MongchonProvince/MudWall/Potion1;
NPC_Merchant_Robert;128;Merchant_Robert;商人 罗伯特;SerpentValley/Village/Grocery;
NPC_Merchant_Ruben;9;Merchant_Ruben;商人 鲁本;BichonProvince/BorderVillage/Grocery;
NPC_Merchant_Rupert;144;Merchant_Rupert;商人 鲁伯特;MongchonProvince/MudWall/Butcher;
NPC_Merchant_Sam;92;Merchant_Sam;商人 山姆;WoomyonWoods/TaoistVillage/Drapery;
NPC_Merchant_Sandford;195;Merchant_Sandford;商人 桑福德;PrajnaIsland/Potion;
NPC_Merchant_Sandra;169;Merchant_Sandra;商人 桑德拉;MongchonProvince/SabukWall/Clothes;
NPC_Merchant_Sarah;25;Merchant_Sarah;商人 萨拉;BichonProvince/BichonWall/Butcher1;
NPC_Merchant_Sarah;175;Merchant_Sarah;商人 萨拉;MongchonProvince/SabukWall/Necklace;
NPC_Merchant_Satin;78;Merchant_Satin;商人 萨廷;WoomyonWoods/Castle-GI/Stones;
NPC_Merchant_Scott;295;Merchant_Scott;商人 斯科特;BichonProvince/BorderVillage/Pedlar;
NPC_Merchant_Susan;191;Merchant_Susan;商人 苏珊;PrajnaIsland/Clothes;
NPC_Merchant_Tiffany;155;Merchant_Tiffany;商人 蒂芙尼;MongchonProvince/MudWall/Ring;
NPC_Merchant_Vincent;46;Merchant_Vincent;商人 文森特;BichonProvince/BichonWall/Blacksmith1;
NPC_Merchant_Walter;147;Merchant_Walter;商人 沃尔特;MongchonProvince/MudWall/Grocery1;
NPC_Merchant_Whitney;8;Merchant_Whitney;商人 惠特尼;BichonProvince/BorderVillage/Drapery;
NPC_Merchant_Yang;224;Merchant_Yang;商人 杨;WasteLand/Weaponsmith;
NPC_MirGuide_Edward;206;MirGuide_Edward;向导 爱德华;PrajnaIsland/MirGuide;
NPC_MirGuide_James;133;MirGuide_James;向导 詹姆斯;SerpentValley/Village/MirGuide;
NPC_MirGuide_Peter;37;MirGuide_Peter;向导 彼得;BichonProvince/BichonWall/MirGuide;
NPC_MirGuide_Stephen;150;MirGuide_Stephen;向导 史蒂芬;MongchonProvince/MudWall/MirGuide;
NPC_MissDo;247;MissDo;多小姐;BichonProvince/Event/MissDo-EM000;
NPC_MissMi;248;MissMi;米小姐;BichonProvince/Event/MissMi-EM000;
NPC_MissRe;249;MissRe;瑞小姐;BichonProvince/Event/MissRe-EM000;
NPC_MongchonDelegate_Michael;164;MongchonDelegate_Michael;盟重使者 迈克尔;MongchonProvince/MudWall/MonDelegate;
NPC_MongchonScout_Brian;52;MongchonScout_Brian;盟重斥候 布赖恩;BichonProvince/BichonWall/MongchonScout;
NPC_Monument;246;Monument;纪念碑;WhiteValley/SnowMonument;
NPC_MudWall_Board;148;MudWall_Board;盟重土城 告示牌;MongchonProvince/MudWall/Board;
NPC_Mysterious_Grim;301;Mysterious_Grim;神秘 格里姆;BichonProvince/OmaCave/Grim;
